,PMID,Chemical
6972,18816182,carbimazole)
6973,18710353,antithyroid agents)
6973,18710353,thyroid hormones)
6974,18337527,glucocorticoids)
6975,19961590,ec 3.6.1.
6975,19961590,dead-box rna helicases)
6975,19961590,"interferon-induced helicase, ifih1)"
6979,19022625,"dnase1 protein, human)"
6979,19022625,deoxyribonuclease i)
6980,19250279,autoantibodies)
6980,19250279,interleukin-2)
6980,19250279,"receptors, thyrotropin)"
6980,19250279,tumor necrosis factor-alpha)
6980,19250279,interferon-gamma)
6980,19250279,thyroglobulin)
6980,19250279,iodide peroxidase)
6981,19021011,"il23r protein, human)"
6981,19021011,interleukin-23)
6981,19021011,"receptors, interleukin)"
6982,19040601,"antibodies, monoclonal)"
6982,19040601,complementarity determining regions)
6982,19040601,"receptors, antigen, t-cell, alpha-beta)"
6983,18803942,antithyroid agents)
6983,18803942,blood glucose)
6983,18803942,cytokines)
6983,18803942,insulin)
6983,18803942,triiodothyronine)
6983,18803942,propylthiouracil)
6983,18803942,carbimazole)
6983,18803942,thyrotropin)
6983,18803942,c-reactive protein)
6983,18803942,nicotinamide phosphoribosyltransferase)
6983,18803942,"nicotinamide phosphoribosyltransferase, human)"
6983,18803942,thyroxine)
6985,19265498,thyroid hormones)
6985,19265498,thyrotropin)
6985,19265498,thyroxine)
6986,19834507,cyclosporins)
6986,19834507,ophthalmic solutions)
6987,18341041,biomarkers)
6987,18341041,cd5 antigens)
6987,18341041,"receptors, interleukin-2)"
6987,18341041,neprilysin)
6988,19772819,cytokines)
6990,19942147,interferon-alpha)
6991,19583480,antithyroid agents)
6991,19583480,methimazole)
6991,19583480,propylthiouracil)
6992,17917686,anti-inflammatory agents)
6992,17917686,glucocorticoids)
6992,17917686,triamcinolone acetonide)
6993,19916866,thyroid hormones)
6993,19916866,triiodothyronine)
6993,19916866,creatine kinase)
6993,19916866,thyroxine)
6994,18421194,anti-arrhythmia agents)
6994,18421194,antithyroid agents)
6994,18421194,methimazole)
6994,18421194,amiodarone)
6995,18186119,thyroxine)
6996,19652940,antigen-antibody complex)
6996,19652940,autoantibodies)
6996,19652940,inflammation mediators)
6996,19652940,interleukin-6)
6996,19652940,"receptors, tumor necrosis factor, type 1)"
6997,19029227,"antibodies, monoclonal)"
6997,19029227,iodides)
6997,19029227,symporters)
6997,19029227,sodium-iodide symporter)
6998,18383979,adrenergic beta-antagonists)
6998,18383979,antithyroid agents)
6998,18383979,methimazole)
6998,18383979,dexamethasone)
6998,18383979,propranolol)
6998,18383979,iopanoic acid)
6999,18379045,"drugs, chinese herbal)"
6999,18379045,plant extracts)
6999,18379045,tetrazolium salts)
6999,18379045,thiazoles)
6999,18379045,ahnjeonbaekho-tang)
6999,18379045,rna)
6999,18379045,thyrotropin)
6999,18379045,dna)
6999,18379045,thyroglobulin)
6999,18379045,cyclic amp)
6999,18379045,iodide peroxidase)
6999,18379045,thiazolyl blue)
6999,18379045,thyroxine)
7000,19480856,tumor necrosis factor-alpha)
7000,19480856,interleukin-4)
7000,19480856,interferon-gamma)
7001,18688868,membrane proteins)
7001,18688868,wolframin protein)
7002,19581015,hla-dq antigens)
7002,19581015,hla-dq beta-chains)
7002,19581015,hla-dqb1 antigen)
7002,19581015,hla-dr antigens)
7003,18208780,radiopharmaceuticals)
7003,18208780,fluorodeoxyglucose f18)
7003,18208780,vincristine)
7003,18208780,dexamethasone)
7003,18208780,cyclophosphamide)
7003,18208780,thyroxine)
7005,18717512,"analgesics, opioid)"
7006,18401206,glucocorticoids)
7006,18401206,insulin)
7006,18401206,prednisone)
7006,18401206,methylprednisolone)
7007,19480304,autoantibodies)
7007,19480304,biomarkers)
7007,19480304,anti-thyroglobulin)
7007,19480304,thyrotropin)
7007,19480304,iodide peroxidase)
7009,19101442,anti-bacterial agents)
7009,19101442,anti-inflammatory agents)
7009,19101442,lubricants)
7009,19101442,fluorescein)
7012,19211401,"antibodies, monoclonal)"
7012,19211401,"receptors, thyrotropin)"
7012,19211401,thyrotropin)
7013,18942492,autoantibodies)
7013,18942492,"receptors, thyrotropin)"
7013,18942492,recombinant proteins)
7014,19291446,antithyroid agents)
7014,19291446,carbimazole)
7015,18073300,"il23r protein, human)"
7015,18073300,interleukin-23)
7015,18073300,"receptors, interleukin)"
7015,18073300,stat4 transcription factor)
7015,18073300,"stat4 protein, human)"
7016,19762198,cholesterol)
7016,19762198,alkaline phosphatase)
7016,19762198,thyroxine)
7017,18528228,antithyroid agents)
7017,18528228,recombinant proteins)
7017,18528228,granulocyte colony-stimulating factor)
7017,18528228,methimazole)
7017,18528228,filgrastim)
7018,18495603,25-hydroxyvitamin d3 1-alpha-hydroxylase)
7019,18318245,hydroxycholecalciferols)
7019,18318245,thyroxine)
7019,18318245,alfacalcidol)
7020,18704663,autoantibodies)
7020,18704663,cd28 antigens)
7020,18704663,interleukin-2)
7020,18704663,"receptors, thyrotropin)"
7020,18704663,interleukin-4)
7020,18704663,interferon-gamma)
7020,18704663,leukocyte common antigens)
7021,19820007,autoantibodies)
7021,19820007,hla-dq antigens)
7021,19820007,hla-dq beta-chains)
7021,19820007,hla-dqb1 antigen)
7021,19820007,hla-dr antigens)
7021,19820007,hla-drb1 chains)
7021,19820007,histocompatibility antigens class i)
7021,19820007,interferon-alpha)
7021,19820007,mhc class i-related chain a)
7021,19820007,steroid 21-hydroxylase)
7022,19117935,"ccl2 protein, human)"
7022,19117935,cd40 antigens)
7022,19117935,chemokine ccl2)
7022,19117935,enzyme inhibitors)
7022,19117935,"il6 protein, human)"
7022,19117935,interleukin-1beta)
7022,19117935,interleukin-6)
7022,19117935,interleukin-8)
7022,19117935,thy-1 antigens)
7022,19117935,tyrphostins)
7022,19117935,"alpha-cyano-(3,4-dihydroxy)-n-benzylcinnamide)"
7022,19117935,cd40 ligand)
7022,19117935,dexamethasone)
7022,19117935,interferon-gamma)
7022,19117935,"jak2 protein, human)"
7022,19117935,janus kinase 2)
7023,18416318,autoantibodies)
7023,18416318,biomarkers)
7023,18416318,proinsulin)
7023,18416318,glutamate decarboxylase)
7024,19931002,immunosuppressive agents)
7024,19931002,methotrexate)
7025,19941234,thyroxine)
7026,18619184,autoantibodies)
7026,18619184,anti-thyroglobulin)
7026,18619184,thyrotropin)
7026,18619184,thyroxine)
7026,18619184,methylprednisolone)
7027,18565294,"antibodies, monoclonal)"
7027,18565294,"antibodies, monoclonal, humanized)"
7027,18565294,"antibodies, monoclonal, murine-derived)"
7027,18565294,immunoconjugates)
7027,18565294,immunoglobulin g)
7027,18565294,immunologic factors)
7027,18565294,immunosuppressive agents)
7027,18565294,interleukin 1 receptor antagonist protein)
7027,18565294,"receptors, tumor necrosis factor)"
7027,18565294,rituximab)
7027,18565294,belimumab)
7027,18565294,abatacept)
7027,18565294,infliximab)
7027,18565294,adalimumab)
7027,18565294,tocilizumab)
7027,18565294,etanercept)
7028,18510037,autoantibodies)
7028,18510037,"receptors, thyrotropin)"
7028,18510037,recombinant proteins)
7029,18203097,triiodothyronine)
7029,18203097,thyrotropin)
7029,18203097,thyroxine)
7030,20012553,antithyroid agents)
7030,20012553,methimazole)
7030,20012553,copper)
7030,20012553,alkaline phosphatase)
7031,19657589,cholecalciferol)
7032,19627724,methylprednisolone)
7033,18797654,neuromuscular agents)
7033,18797654,"botulinum toxins, type a)"
7034,18230831,glucocorticoids)
7034,18230831,methylprednisolone)
7035,17851865,"chorionic gonadotropin, beta subunit, human)"
7035,17851865,iodine radioisotopes)
7036,18832736,"adjuvants, immunologic)"
7036,18832736,autoantibodies)
7036,18832736,cpg-oligonucleotide)
7036,18832736,oligodeoxyribonucleotides)
7036,18832736,"receptors, thyrotropin)"
7036,18832736,"receptor, igf type 1)"
7038,19415997,antithyroid agents)
7038,19415997,autoantibodies)
7038,19415997,"il17a protein, human)"
7038,19415997,"il4 protein, human)"
7038,19415997,interleukin-17)
7038,19415997,"receptors, thyrotropin)"
7038,19415997,interleukin-4)
7038,19415997,interferon-gamma)
7038,19415997,thyroxine)
7039,19234339,benzamides)
7039,19234339,piperazines)
7039,19234339,platelet-derived growth factor)
7039,19234339,protein kinase inhibitors)
7039,19234339,proto-oncogene proteins c-sis)
7039,19234339,pyrimidines)
7039,19234339,"rna, messenger)"
7039,19234339,transforming growth factor beta1)
7039,19234339,becaplermin)
7039,19234339,imatinib mesylate)
7039,19234339,hyaluronic acid)
7039,19234339,glucuronosyltransferase)
7039,19234339,hyaluronan synthases)
7039,19234339,protein-tyrosine kinases)
7039,19234339,"receptors, platelet-derived growth factor)"
7039,19234339,proto-oncogene proteins c-abl)
7039,19234339,nilotinib)
7040,19126779,genetic markers)
7040,19126779,"marco protein, human)"
7040,19126779,proteins)
7040,19126779,"receptors, immunologic)"
7040,19126779,"scgb3a2 protein, human)"
7040,19126779,"scgb3a2 protein, mouse)"
7040,19126779,secretoglobins)
7040,19126779,uteroglobin)
7041,18645451,contrast media)
7041,18645451,glucocorticoids)
7041,18645451,prednisolone)
7041,18645451,methylprednisolone)
7042,18518867,antithyroid agents)
7042,18518867,glucocorticoids)
7043,18312479,tuberculin)
7043,18312479,leukocyte common antigens)
7044,18687223,"antigens, cd)"
7044,18687223,ctla-4 antigen)
7044,18687223,"ctla4 protein, human)"
7044,18687223,"ptpn22 protein, human)"
7044,18687223,"protein tyrosine phosphatase, non-receptor type 22)"
7045,20055204,anti-arrhythmia agents)
7045,20055204,iodine compounds)
7045,20055204,morpholines)
7045,20055204,landiolol)
7045,20055204,propylthiouracil)
7045,20055204,urea)
7046,19625499,methimazole)
7046,19625499,potassium chloride)
7046,19625499,propranolol)
7047,19493451,"antibodies, antineutrophil cytoplasmic)"
7047,19493451,propylthiouracil)
7048,18849914,biomarkers)
7048,18849914,8-hydroxy-2'-deoxyguanosine)
7048,18849914,creatinine)
7048,18849914,deoxyguanosine)
7049,18788059,"botulinum toxins, type a)"
7050,18520111,vasopressins)
7051,19438904,"antigens, cd)"
7051,19438904,ctla-4 antigen)
7051,19438904,"ctla4 protein, human)"
7051,19438904,"fcrl3 protein, human)"
7051,19438904,"receptors, immunologic)"
7051,19438904,"receptors, thyrotropin)"
7051,19438904,"ptpn22 protein, human)"
7051,19438904,"protein tyrosine phosphatase, non-receptor type 12)"
7051,19438904,"protein tyrosine phosphatase, non-receptor type 22)"
7052,19187127,immunoglobulin g)
7052,19187127,"rna, messenger)"
7052,19187127,"receptors, thyrotropin)"
7052,19187127,thyrotropin)
7052,19187127,cyclic amp)
7054,18989801,tumor necrosis factor-alpha)
7055,19798110,cytokines)
7055,19798110,interleukin-2)
7055,19798110,interleukin-6)
7055,19798110,tumor necrosis factor-alpha)
7055,19798110,interleukin-12)
7055,19798110,interferon-gamma)
7056,19567638,"antibodies, antineutrophil cytoplasmic)"
7056,19567638,antithyroid agents)
7056,19567638,propylthiouracil)
7057,18976151,"antibodies, monoclonal)"
7057,18976151,blood proteins)
7057,18976151,dextrans)
7057,18976151,"receptors, thyrotropin)"
7057,18976151,polyethylene glycols)
7057,18976151,thyrotropin)
7057,18976151,polyvinyl alcohol)
7057,18976151,cyclic amp)
7058,18449200,hla-dq antigens)
7058,18449200,hla-dr antigens)
7058,18449200,hla-drb1 chains)
7059,18695079,antibodies)
7059,18695079,thyrotropin)
7059,18695079,iodide peroxidase)
7059,18695079,thyroxine)
7060,18417090,"antibodies, monoclonal)"
7060,18417090,"antibodies, monoclonal, murine-derived)"
7060,18417090,"antigens, cd20)"
7060,18417090,immunologic factors)
7060,18417090,rituximab)
7061,18598585,biomarkers)
7061,18598585,micronutrients)
7061,18598585,iodine)
7061,18598585,iron)
7062,19243849,blood glucose)
7062,19243849,glycated hemoglobin a)
7062,19243849,"glycation end products, advanced)"
7062,19243849,serum albumin)
7062,19243849,glycated serum albumin)
7062,19243849,triiodothyronine)
7062,19243849,thyrotropin)
7062,19243849,thyroxine)
7064,19914592,"antibodies, monoclonal)"
7064,19914592,autoantibodies)
7064,19914592,proteolipids)
7064,19914592,"receptors, thyrotropin)"
7064,19914592,proteoliposomes)
7064,19914592,thyrotropin)
7065,18997483,adiponectin)
7065,18997483,autoantibodies)
7065,18997483,resistin)
7065,18997483,triiodothyronine)
7065,18997483,thyrotropin)
7065,18997483,thyroxine)
7066,18925841,indium radioisotopes)
7066,18925841,ki-67 antigen)
7066,18925841,radiopharmaceuticals)
7066,18925841,"receptors, somatostatin)"
7066,18925841,sdz 215-811)
7066,18925841,pentetic acid)
7066,18925841,octreotide)
7067,19929661,glucocorticoids)
7067,19929661,immunosuppressive agents)
7067,19929661,mercaptopurine)
7067,19929661,methylprednisolone)
7068,19141578,"angpt1 protein, human)"
7068,19141578,angiopoietin-1)
7068,19141578,angiopoietin-2)
7068,19141578,vascular endothelial growth factor a)
7068,19141578,"receptor, tie-2)"
7069,19797221,angiogenesis inducing agents)
7069,19797221,benzamides)
7069,19797221,cytokines)
7069,19797221,nf-kappa b)
7069,19797221,piperazines)
7069,19797221,platelet-derived growth factor)
7069,19797221,protein kinase inhibitors)
7069,19797221,proto-oncogene proteins c-sis)
7069,19797221,pyrimidines)
7069,19797221,becaplermin)
7069,19797221,imatinib mesylate)
7069,19797221,pdgf receptor tyrosine kinase)
7069,19797221,protein-tyrosine kinases)
7069,19797221,"receptors, platelet-derived growth factor)"
7071,18219441,homeobox protein nkx-2.5)
7071,18219441,homeodomain proteins)
7071,18219441,"itpr3 protein, human)"
7071,18219441,"inositol 1,4,5-trisphosphate receptors)"
7071,18219441,"nkx2-5 protein, human)"
7071,18219441,"rna, messenger)"
7071,18219441,transcription factors)
7071,18219441,ec 1.13.12.
7072,19652233,biomarkers)
7072,19652233,iodine radioisotopes)
7072,19652233,thyroid hormones)
7073,19474733,"antigens, cd)"
7073,19474733,cd40 antigens)
7073,19474733,ctla-4 antigen)
7073,19474733,"ctla4 protein, human)"
7073,19474733,hla antigens)
7073,19474733,"ptpn22 protein, human)"
7073,19474733,"protein tyrosine phosphatase, non-receptor type 22)"
7074,19762181,antibodies)
7074,19762181,water)
7074,19762181,thyrotropin)
7074,19762181,iodine)
7075,19250272,monokines)
7075,19250272,"receptors, interleukin-2)"
7075,19250272,tumor necrosis factor-alpha)
7075,19250272,interleukin-10)
7075,19250272,interferon-gamma)
7075,19250272,thyrotropin)
7075,19250272,thyroxine)
7076,18631002,"antibodies, monoclonal)"
7076,18631002,autoantibodies)
7076,18631002,"receptors, thyrotropin)"
7076,18631002,cyclic amp)
7077,18778364,autoantibodies)
7077,18778364,"foxp3 protein, human)"
7077,18778364,forkhead transcription factors)
7077,18778364,lipopolysaccharide receptors)
7077,18778364,"rna, messenger)"
7077,18778364,"rna, small interfering)"
7077,18778364,"receptors, thyrotropin)"
7077,18778364,transcription factors)
7077,18778364,poly a)
7078,19194213,antithyroid agents)
7078,19194213,iodine radioisotopes)
7078,19194213,radiopharmaceuticals)
7080,19092289,autoantibodies)
7080,19092289,"immunoglobulins, thyroid-stimulating)"
7080,19092289,thyrotropin-binding inhibitory immunoglobulin)
7080,19092289,thyroglobulin)
7080,19092289,iodide peroxidase)
7080,19092289,glutamate decarboxylase)
7082,19838427,triiodothyronine)
7082,19838427,thyroxine)
7086,20235370,ethanol)
7088,18561090,dna primers)
7088,18561090,microfilament proteins)
7088,18561090,"rna, messenger)"
7088,18561090,"rna, neoplasm)"
7088,18561090,"tns3 protein, human)"
7088,18561090,tensins)
7088,18561090,thyroid hormones)
7089,19088156,autoantibodies)
7089,19088156,thyrotropin)
7089,19088156,thyroglobulin)
7089,19088156,iodide peroxidase)
7090,19201548,fluorides)
7091,18509915,iodine)
7093,19355828,ga(iii)-dotatoc)
7093,19355828,gallium radioisotopes)
7093,19355828,indium radioisotopes)
7093,19355828,organometallic compounds)
7093,19355828,"receptors, somatostatin)"
7093,19355828,somatostatin)
7093,19355828,pentetreotide)
7093,19355828,octreotide)
7094,19145676,"antigens, neoplasm)"
7094,19145676,dna-binding proteins)
7094,19145676,ki-67 antigen)
7094,19145676,"dna topoisomerases, type 1i)"
7098,18942440,thyroid hormones)
7102,19155752,thyrotropin)
7102,19155752,iodine)
7105,18946641,antithyroid agents)
7105,18946641,iodine radioisotopes)
7105,18946641,thyroid hormones)
7107,19594417,micronutrients)
7107,19594417,iodine)
7107,19594417,selenium)
7108,18844033,"biomarkers, tumor)"
7108,18844033,rna precursors)
7108,18844033,"rna, messenger)"
7108,18844033,motilin)
7114,19375868,"antibodies, anti-idiotypic)"
7114,19375868,autoantibodies)
7114,19375868,gangliosides)
7115,20201394,ec 3.4.22.
7116,18293390,contrast media)
7116,18293390,iodine)
7119,17897329,thyroid hormones)
7121,19373959,parathyroid hormone)
7122,19567117,mucin-1)
7122,19567117,beta catenin)
7124,18959544,antithyroid agents)
7124,18959544,propylthiouracil)
7124,18959544,carbimazole)
7124,18959544,iodine)
7124,18959544,thyroxine)
7125,18792795,soil)
7125,18792795,soil pollutants)
7125,18792795,iodine)
7127,18927523,radiopharmaceuticals)
7127,18927523,technetium tc 99m sestamibi)
7127,18927523,sodium pertechnetate tc 99m)
7128,18669780,thyrotropin)
7128,18669780,thyroxine)
7130,18060877,thyroglobulin)
7132,19633549,thyroglobulin)
7138,19014324,"receptors, opioid)"
7138,19014324,methionine-enkephalin receptor)
7138,19014324,"enkephalin, methionine)"
7139,19508679,recombinant proteins)
7139,19508679,thyroid hormones)
7139,19508679,thyrotropin)
7139,19508679,thyroglobulin)
7140,19554806,iodine)
7145,19066481,iodine)
7145,19066481,bromine)
7146,19069400,thyroid hormones)
7146,19069400,trace elements)
7147,19041824,"biomarkers, tumor)"
7147,19041824,calcitonin)
7149,18940949,thyroid hormones)
