,PMID,Publication_type
15296,33849364,"research support, non-u.s. gov't"
15297,33539318,journal article
15298,33539318,randomized controlled trial
15299,33539318,retracted publication
15300,32849306,case reports
15301,32849306,journal article
15302,32849306,"research support, non-u.s. gov't"
15303,32849306,review
15304,32238669,journal article
15305,31603857,journal article
15306,34282595,journal article
15307,34431214,journal article
15308,34431214,"research support, non-u.s. gov't"
15309,32429706,journal article
15310,32429706,review
15311,32192806,journal article
15312,32192806,review
15313,32332174,journal article
15314,34867796,journal article
15315,34867796,"research support, non-u.s. gov't"
15316,33443817,journal article
15317,33443817,"research support, non-u.s. gov't"
15318,35018760,controlled clinical trial
15319,35018760,journal article
15320,33821882,journal article
15321,33821882,"research support, non-u.s. gov't"
15322,33481154,journal article
15323,33481154,review
15324,31884513,journal article
15325,31884513,systematic review
15326,33190238,case reports
15327,33190238,journal article
15328,34889904,journal article
15329,32823277,journal article
15330,32823277,"research support, non-u.s. gov't"
15331,32447416,journal article
15332,34220335,journal article
15333,34220335,review
15334,34122333,journal article
15335,34122333,"research support, non-u.s. gov't"
15336,32501499,journal article
15337,32501499,meta-analysis
15338,32501499,"research support, non-u.s. gov't"
15339,34284740,journal article
15340,33678636,journal article
15341,33445184,journal article
15342,33445184,review
15343,33131690,letter
15344,31895727,journal article
15345,33906763,journal article
15346,33906763,review
15347,33858251,journal article
15348,33858251,meta-analysis
15349,32090348,journal article
15350,32090348,"research support, non-u.s. gov't"
15351,31743280,journal article
15352,33471641,journal article
15353,33551434,journal article
15354,33193097,case reports
15355,33193097,journal article
15356,32495527,journal article
15357,34488259,journal article
15358,34253812,journal article
15359,34253812,"research support, non-u.s. gov't"
15360,33938028,journal article
15361,33938028,"research support, non-u.s. gov't"
15362,33682498,case reports
15363,33682498,journal article
15364,33682498,review
15365,33517506,journal article
15366,33517506,review
15367,33517506,systematic review
15368,33351361,journal article
15369,32883985,journal article
15370,32883985,"research support, non-u.s. gov't"
15371,32814653,journal article
15372,34132199,journal article
15373,34132199,systematic review
15374,33199029,journal article
15375,32165640,journal article
15376,32165640,"research support, non-u.s. gov't"
15377,32074519,journal article
15378,32374820,journal article
15379,32374820,"research support, non-u.s. gov't"
15380,32893239,case reports
15381,32893239,journal article
15382,32439897,journal article
15383,32439897,"research support, n.i.h., extramural"
15384,32439897,"research support, non-u.s. gov't"
15385,34479513,case reports
15386,34479513,journal article
15387,34479513,review
15388,34113406,journal article
15389,33853117,journal article
15390,33853117,review
15391,34342595,clinical trial
15392,34342595,journal article
15393,33132244,journal article
15394,33630087,journal article
15395,33630087,"research support, n.i.h., intramural"
15396,34238277,journal article
15397,33423386,journal article
15398,33423386,multicenter study
15399,32651061,journal article
15400,32651061,"research support, n.i.h., extramural"
15401,32651061,"research support, u.s. gov't, p.h.s."
15402,32651061,review
15403,33999902,comment
15404,33999902,journal article
15405,33922887,journal article
15406,33471691,journal article
15407,33025554,case reports
15408,33025554,letter
15409,34258936,journal article
15410,33693700,journal article
15411,33693700,"research support, non-u.s. gov't"
15412,33386169,journal article
15413,32825964,journal article
15414,32825964,review
15415,32802832,journal article
15416,32025782,journal article
15417,31900640,journal article
15418,33488527,journal article
15419,33380308,journal article
15420,34018373,journal article
15421,33999901,comment
15422,33999901,journal article
15423,33658150,journal article
15424,34315743,case reports
15425,34315743,journal article
15426,33630733,journal article
15427,31887836,journal article
15428,33574732,journal article
15429,33382429,journal article
15430,33382429,"research support, non-u.s. gov't"
15431,33382429,twin study
15432,33009740,journal article
15433,32485674,journal article
15434,32485674,"research support, non-u.s. gov't"
15435,32545570,case reports
15436,32427735,journal article
15437,32366997,journal article
15438,32324288,journal article
15439,32317795,journal article
15440,32317795,"research support, non-u.s. gov't"
15441,34334593,case reports
15442,34334593,journal article
15443,32392608,journal article
15444,32500462,case reports
15445,32500462,journal article
15446,34598656,journal article
15447,34598656,meta-analysis
15448,34598656,"research support, non-u.s. gov't"
15449,34598656,systematic review
15450,33351335,journal article
15451,32612577,journal article
15452,32612577,meta-analysis
15453,32612577,"research support, non-u.s. gov't"
15454,32612577,systematic review
15455,33853289,journal article
15456,33853289,review
15457,32925677,comment
15458,32925677,journal article
15459,32689994,journal article
15460,32363975,journal article
15461,33886620,journal article
15462,33886620,"research support, non-u.s. gov't"
15463,32983115,journal article
15464,32983115,"research support, non-u.s. gov't"
15465,34915605,journal article
15466,34915605,"research support, non-u.s. gov't"
15467,34500489,journal article
15468,34500489,review
15469,34101720,journal article
15470,32925676,comment
15471,32925676,journal article
15472,34863412,journal article
15473,34863412,observational study
15474,32227795,journal article
15475,34331577,editorial
15476,33383445,journal article
15477,32564980,case reports
15478,32564980,letter
15479,32040414,historical article
15480,32040414,journal article
15481,32933065,journal article
15482,32933065,review
15483,32537950,journal article
15484,32077419,case reports
15485,32077419,journal article
15486,32077419,review
15487,34563695,journal article
15488,34027861,journal article
15489,32343865,case reports
15490,32343865,journal article
15491,34987480,comparative study
15492,34987480,journal article
15493,34987480,randomized controlled trial
15494,34987480,"research support, non-u.s. gov't"
15495,34644795,journal article
15496,34644795,review
15497,33643223,journal article
15498,33643223,"research support, non-u.s. gov't"
15499,33504525,case reports
15500,33504525,journal article
15501,32893386,journal article
15502,32694926,journal article
15503,32522908,case reports
15504,32522908,journal article
15505,34287665,journal article
15506,34287665,"research support, non-u.s. gov't"
15507,34188092,clinical trial
15508,34188092,journal article
15509,34188092,"research support, non-u.s. gov't"
15510,33234032,journal article
15511,33234032,"research support, non-u.s. gov't"
15512,33221730,journal article
15513,33221730,"research support, non-u.s. gov't"
15514,32176101,case reports
15515,32176101,journal article
15516,34963497,case reports
15517,34963497,journal article
15518,34648112,letter
15519,34523298,case reports
15520,34523298,journal article
15521,33669123,case reports
15522,33389876,journal article
15523,33389876,meta-analysis
15524,32649036,journal article
15525,32649036,observational study
15526,34124812,journal article
15527,33152840,journal article
15528,32198080,journal article
15529,32198080,"research support, n.i.h., extramural"
15530,32198080,"research support, non-u.s. gov't"
15531,31972501,journal article
15532,31972501,"research support, non-u.s. gov't"
15533,34218976,journal article
15534,33353397,comparative study
15535,33353397,journal article
15536,33295879,journal article
15537,33295879,review
15538,32729365,evaluation study
15539,32729365,journal article
15540,34681587,journal article
15541,33606408,journal article
15542,33606408,review
15543,33870911,journal article
15544,33870911,"research support, non-u.s. gov't"
15545,34888290,case reports
15546,34888290,review
15547,33451885,journal article
15548,31902232,journal article
15549,34047397,journal article
15550,34047397,"research support, non-u.s. gov't"
15551,32053002,journal article
15552,34690936,journal article
15553,34690936,"research support, non-u.s. gov't"
15554,34647604,journal article
